start_time,end_time,playlist_title,playlist_id,video_title,video_id,chapter_title,chapter_id,content,clip_link,questions
185.0,275.0,Basements,PLh0KqGKtX4oWUr5nKO6U9y-otNi6OA0ud,A Good Way To Insulate Your Basement Walls,cCFFuL4J0jQ,A Good Way To Insulate Your Basement Walls: Outro,3733e6c5-cb4c-0a1b-d11b-a1a2024d82e7,It would go on. And be sealed up this this video is more about the products. And kind of the a little bit of the construction i think we have videos for just about every one of these applications as far as a little more detail on how to do it. So just  go to our youtube channel. And look through the list. And find them. And watch them. And that'll just all that'll piece together exactly how everything was done here. But like i said i i prefer this method if you're going to use bad insulation  i prefer it over just a moisture barrier. And nothing behind here. So i think the 1 in styrofoam is definitely worth it. So anyways i just wanted to show you this method. And give you a better idea in case you've got a project coming up where you want to redo your basement. So i'm hoping that it it'll help you. And speed up the process of deciding what you want to do. So if you liked what you've seen here click the little thumbs up button  you can subscribe to our channel as well. And if you have any questions about this or any of your projects you can go to our forum. And post your question there. And i'll answer from there. And also you can follow me on facebook twitter  just to check out what we're doing. And also we've got a patreon campaign as well  where we're looking for pledges for anybody who wishes to do. So so you can check that out  good luck with your all your projects that you are taking on. And i hope that you come back here anytime you have a question or need to know how to do something thanks for watching,https://youtu.be/cCFFuL4J0jQ?t=185,"['What is the recommended method for insulating a basement?', 'How does this method compare to using a moisture barrier?', 'What type of insulation is mentioned in the video?', 'Where can viewers find more detailed information on this topic?', 'What are some additional resources available for viewers with questions or projects?']"
0.0,30.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,A Space-Saving Laundry Hack,Yu-MiaZ89JM,A Space-Saving Laundry Hack: Intro,d71b75b7-9444-70cc-065c-ff8a516efc09,Here we are down in a very small laundry area spac is at a premium. But we need a shelf right here that we can fold laundry on. But we're not going to use it all the time. So we need something that can fold down when we don't need it. And fold up when we do need it. And we're going to do that with this a folding shelf bracket. Now in order for these to work they need to be drilled into the studs. So it can hold the weight of the tabletop. And of anything that's on it to do that we need our stud finder,https://youtu.be/Yu-MiaZ89JM?t=0,"['What is the primary purpose of a folding shelf bracket?', 'Why are studs necessary for drilling the brackets?', 'How does a stud finder aid in the installation process?', 'What type of items can be safely placed on a tabletop supported by a folding shelf bracket?', 'What is the ideal location to drill the brackets for maximum stability?']"
30.0,48.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,A Space-Saving Laundry Hack,Yu-MiaZ89JM,A Space-Saving Laundry Hack: Stud Finder,6c175f7a-c97e-760c-0da1-d25e04c3cbc9,Tabletop. And of anything that's on it to do that we need our stud finder slide it along the wall. And when it beeps that's one edge of the stud. And do it from the other side. And just mark in the middle. And then do the same for the other stud let's talk about how high we want,https://youtu.be/Yu-MiaZ89JM?t=30,"['What is a stud finder used for?', 'How does a stud finder work?', 'Why is it necessary to test both sides of the wall?', 'What is the purpose of marking the middle point?', 'At what height should you typically locate studs?']"
48.0,83.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,A Space-Saving Laundry Hack,Yu-MiaZ89JM,A Space-Saving Laundry Hack: Shelf Height,0e338f41-6aba-1ba1-bd46-aba7ea8bfd30,Stud let's talk about how high we want our shelf or our counter. Now normally countertops are anywhere from 34 to 36 in. And for this it's really just a preference we're going to be folding laundry. So i think we want it a little bit higher than that somewhere around this area. And actually this mark i made for the stud is probably about really where i want it. So our first step is to install this first [music] bracket. Now for the other bracket we,https://youtu.be/Yu-MiaZ89JM?t=48,"['What height do you plan to install your shelf or counter at?', 'Why are countertops typically installed between 34-36 inches high?', 'How does folding laundry relate to countertop height?', 'Where did you mark the stud location for installation?', 'What is the purpose of installing a bracket before another one?']"
83.0,170.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,A Space-Saving Laundry Hack,Yu-MiaZ89JM,A Space-Saving Laundry Hack: Bracket Installation,321963b9-fcfb-734b-84ac-2521f04a1971,Bracket. Now for the other bracket we want to make sure that it is level with the first one. So i'm going to take my level put it on the the first bracket center the bubble. And make a mark. And that is the top of the second bracket okay i'm i'm pre-drilling the holes here just to make it a little easier driving in the screws i mean not like i want to do laundry. But i can in a few minutes okay. Now that the brackets are installed we can think about what to put on top. And there are a lot of different materials you can use a piece of butcher block you can get a piece of melamine like this it's a nice finish. And in my case i decided to make my own i had some extra wood. So i built this. And it just fits on like that. And all we have to do is attach it from underneath. And i can start folding laundry [music] look at that that's good i guess though that means i  actually have to put walgre what was i thinking,https://youtu.be/Yu-MiaZ89JM?t=83,"['What type of materials can be used for the top of a bracket?', 'Why did you decide to make your own wood top?', 'How do you attach the wood top from underneath?', 'Can you use melamine as a material for the top of a bracket?', 'What is the purpose of pre-drilling holes in the brackets?']"
0.0,27.0,Basements,PLh0KqGKtX4oWUr5nKO6U9y-otNi6OA0ud,Basement Plumbing & Radon Rough-In [Cabin Project],WC1QwaPQvEY,Basement Plumbing & Radon Rough-In [Cabin Project]: Intro,c7c65cf8-29a2-b7af-55d9-d402f9a53387,Hi it's shannon here i'm back from host improvements.com. And in today's video we're visiting the cabin build. And we're going to have a look at all the ruffin plumbing in the basement floor before the floor gets poured. And also the ruff in for  radon mitigation  which is code here in my area. So we've got to put some radon  some pipe in the the floor under the radon rock just in case we have an issue down the road. So right,https://youtu.be/WC1QwaPQvEY?t=0,"['What was the purpose of visiting the cabin build?', ""Who is the speaker in today's video?"", 'What type of mitigation system will be installed?', 'Why is radon mitigation necessary?', 'Where does radon rock typically occur?']"
27.0,142.0,Basements,PLh0KqGKtX4oWUr5nKO6U9y-otNi6OA0ud,Basement Plumbing & Radon Rough-In [Cabin Project],WC1QwaPQvEY,Basement Plumbing & Radon Rough-In [Cabin Project]: Radon Pipe,f4cc45bc-ddd1-91e3-427e-94cfc5ac4b6f,Under the radon rock just in case we have an issue down the road. So right here this black pipe that you see this  4in block abs could be pvc  this is for our rate on  mitigation if we ever need it. So in our area it's required to be put in in new homes  whether you need it or not. So that it's there in the future if the need arises. So basically it needs to just extend out to the middle of the of the basement area there's no cap on the end or anything. And if  raon gas becomes a problem  it can be  sucked out with a fan a proper fan. And ducked it outside. So this pipe gets buried under the under the floor we use this rock this radon rock just kind of 1 in to half inch sort of rock. And that allows any gas that's in there it can move around below the slab. So this will get completely covered in the rock. Then before they pour the floor they're going to lay some poly sheeting. And seal it up. And seal it to to the walls put the rebar in. And pour the floor. But anyways we we've got this in here. So in future if we ever need it. So what i did is i put the 4 in in it's pretty basic there's no real grading needed or anything it just needs to be underneath this rock. And then i brought it up vertically here in the corner you can see i've got a cap glued on the end here. But if we ever need it we can cut this cap off extend the pipe  install our fan. And it would go out. And and  be vented right outside. So i put it in this corner just because our utility room was too full of stuff. And you'll see in a minute there's a lot of plumbing other actual plumbing pipes in the floor. And it was just too busy to do all this. So i brought it up over here we're we're going to have the electrical panel in this corner of this bedroom anyways. So i'll be building an enclosure around that this will just get enclosed simply inside of there as well. Now the,https://youtu.be/WC1QwaPQvEY?t=27,"['What type of material is used for the radon mitigation pipe?', 'Why is a radon mitigation pipe required in new homes?', 'How does the radon gas move through the rock under the slab?', 'What happens if radon gas becomes a problem and needs to be removed?', 'Where will the radon mitigation pipe be installed in relation to the electrical panel?']"
142.0,566.0,Basements,PLh0KqGKtX4oWUr5nKO6U9y-otNi6OA0ud,Basement Plumbing & Radon Rough-In [Cabin Project],WC1QwaPQvEY,Basement Plumbing & Radon Rough-In [Cabin Project]: Plumbing RoughIn,18eb704c-cb7f-40a4-f1fc-05d51c4b1810,Around that this will just get enclosed simply inside of there as well. Now the next thing we've got is all our plumbing rough in. So in this in this general area well in this area is the  basement bathroom. And pretty much directly above it is going to be the  main floor bathroom. So you can see here what we've got over here is  this actually has to get changed cuz it's going to be a wet vent. So that needs to be changed to 2 in this pipe that comes down here. And it slips along the back. And comes over here. And ties in  right there anyways plumbers coming back out to change that to 2 in. But you get the basic idea. So this this vent this pipe here is going to work as a wet vent for the vanity sinks. So if you can imagine it's going to go up into the  main floor get above flood plane which is you know above your vanity counter. And it'll tie back into the main vent which is what this one will be in the wall beside it. And then the two vanity sinks will drain into that it will. Then flow around. And it dumps in right here which is the same place that the basement shower is going to tie in. And then into the 3-in drain okay. So our main vent our main vent is this one. So it'll be 3 in going all the way up through the first story. And through the roof. And through the attic. But it comes down here. And it converts into 4 in once it gets below the floor. So it'll follow around out here. Then it goes out. And what you see right here is back flow preventer. So this is a an always closed that's how it's classified backflow preventor which basically means there's a little flapper in there i don't want to take this apart cuz he's got a pressure tested again. So i'd rather leave it  the way it is. But there's basically a flapper in there. And it it always sits closed until fluid which is always supposed to flow this way will come. And open it up. And it'll allow it to go out. And under the foundation. And out to our septic tank which is out going to be outside this this setup on here is just. So that when i back fill the rock. And they pour the concrete  they can pull that up to the level it needs to be. And it keeps the concrete back. So that we will always have access i can get this open down through this hole okay we ever have to get out that. So so anyway. So yeah our main main goes out. And to the septic okay. Now other things that are tying into this is this is a floor drain it's going to be a floor drain in the utility room this whole this whole area here is going to be utility room i know it's hard to visualize right. Now but. So floor drain it also this is a new rural inar area it also has a back flow. So this is another one of those same valves it's just that it's a 3in cuz it's in a in a line coming off the main line. So that's same thing in there. So it has its own always shut  back flow which in this case the flow here is always going to be there's a p trap down below here it's always going to be out this way right cuz it's dumping into the main. And leaving. So the back flows in here like this. Now we've we've fed a condensate line drain right here this will be for the hvr. So it'll  drip any condensate moisture it has into here. And it actually works  in a couple ways. So it comes through the floor drain. And through the floor drain's trap. And because it's not a big amount of water  we can drain it into there. And it what it does is it actually keeps that p trap  from drying out cuz a lot of times on a for drain you'll get some sewer gas coming back cuz your  your pe trap under the floor drain dries out right cuz it's not too often they get need to be used or get water in them okay. So the condensate will drip in there. And kind of keep that better chance of keeping that floor drain p trap  always sealed up if you ever notice su gas smell in your in your basement or whatever. And you've got a floor drain go dump  a gallon of water down that. And it'll likely  dissipate. And go away. And just fill your p trap back up again. Now this pipe right here this stand pipe is a 2in stand pipe that eventually our kitchen sink from up on the main floor will drain into. And you can see it will drain down that pipe off. And into the main. And and gone to the septic as we move a little further back here this is our  our toilet in the basement. So it basically  pretty self-explanatory  you flush the toilet sewage will run in the 3-in pipe here all the way out it this 3-in picks up the shower. And the upstairs vanities. But it it flows out. And into the main. And then out to the tank. And again we had to put another back flow this isn't always closed again we had to do another one on this  on this 3in line. So it seems a little  redundant. But i guess  you got to follow the rules right. So so that's the main  main gist. Now up on the main floor. So this is this was our 3-in or sorry our 4in main down here in the ground. And it turns into a 3-in stack in the wall that's going to go right out of the right out of the cabin. And up at the main floor our  main floor toilet will will dump into that. So okay. So you can see it's got a clean out on this back side right there. So that'll allow us to go you know if we ever have to snake the main drain or anything that'll allow that to be done outside i'll just show you where the main drain comes out under the footing. And eventually we'll get hooked to the tank. So i'm standing on the basement wall right. Now here's all our plumbing here's a good overhead shot of all that there's the radon here's all our plumbing in the floor here. And then it goes out as you can see right here. And goes under the footing heading to the tank. So over on this side that's where it comes out you can see it there it's got an orange test cap on the end down there right there. And when they put our tank in which will be right here they will  connect the tank to that i,https://youtu.be/WC1QwaPQvEY?t=142,"['What is a wet vent, and how does it work?', 'How does a backflow preventor function?', 'What is the purpose of a p-trap in plumbing?', 'Can you explain the difference between a 3-in and 4-in main line?', 'How do condensate lines drain into the septic tank?']"
566.0,623.0,Basements,PLh0KqGKtX4oWUr5nKO6U9y-otNi6OA0ud,Basement Plumbing & Radon Rough-In [Cabin Project],WC1QwaPQvEY,Basement Plumbing & Radon Rough-In [Cabin Project]: Outro,41570bf3-ff96-fa6a-bb2b-c1a0708aeca5,Put our tank in which will be right here they will  connect the tank to that i think that gives you the basics on what's what's required  like i said there's a couple couple things there he's got to come back. And change that one 2 in the inspector caught that. So good thing he did because it's a lot harder to change after the floor's in. So there's our basic plumbing we're going to have lots of other plumbing related videos for sure in this  in this series. So start looking or keep watching. And check them out if you haven't subscribed yet please click the subscribe button down there. And set up your notifications that'll let you know anytime we post a new video. So that's always a good way to do it we're closing in on that million subscriber mark. So hit the subscribe hit the like go back to our channel. And check out all our other videos. And we're going to show you lots of great things like this again thanks for watching,https://youtu.be/WC1QwaPQvEY?t=566,"['What is the main topic of the video?', 'Who caught an error in the plumbing setup?', 'How difficult is it to change a part after the floor is installed?', 'What is the current subscriber count?', 'What will be shown in future videos?']"
0.0,48.0,Power Tools,PLemm4hCbY93O5NyN8SiVc6tXovfmL4UHj,Belt Sanding Tips,VboSCiGJMvM,Belt Sanding Tips: Intro,366512c5-ed21-afa9-2003-31a9e163b8ea,Hi i'm tim carter from as builder.com. And i want to show you how to use a belt sander to take the finish off of a piece of furniture or a piece of wood the problem that i have right. Now is that it's about 47° outside we were thinking about using a chemical stripper to do the job. But guess what the instructions on the chemical stripper say temperature should be between 60. And 80° well i got to get the job done. So we're going to treat this the same way that you might treat refinishing a hardwood floor when you think about it all that a contractor does that sands hardwood floors he just uses that machine. And he just uses different grits of sandpaper let's get started right. Now i've got some 60 grit,https://youtu.be/VboSCiGJMvM?t=0,"['What is the ideal temperature range for using a chemical stripper?', 'Why did Tim Carter decide to use a belt sander instead of a chemical stripper?', 'How does using a belt sander compare to refinishing a hardwood floor?', 'What are different grits of sandpaper used for in hardwood floor sanding?', 'Why was 47° outside considered too cold for using a chemical stripper?']"
48.0,74.0,Power Tools,PLemm4hCbY93O5NyN8SiVc6tXovfmL4UHj,Belt Sanding Tips,VboSCiGJMvM,Belt Sanding Tips: Sanding,9455fa39-a5dc-f118-5f57-5f075bb55d70,Different grits of sandpaper let's get started right. Now i've got some 60 grit sandpaper in the belt sander. And it's pretty rough. And it's going to do a really good job of making the initial cut through the finish oh oh oh oh oh you know what before we get started there's a really important tip. And if you don't know this you'll probably ruin you know the  the piece of furniture here's what you have to know you don't just put the sanding,https://youtu.be/VboSCiGJMvM?t=48,"['What is the purpose of using different grits of sandpaper?', 'How does the initial cut through a finish affect the sanding process?', 'Why is it important to follow a specific tip when sanding?', ""What happens if you don't know how to properly use sandpaper?"", 'How do different grits of sandpaper impact the final result?']"
74.0,125.0,Power Tools,PLemm4hCbY93O5NyN8SiVc6tXovfmL4UHj,Belt Sanding Tips,VboSCiGJMvM,Belt Sanding Tips: Sanding Tips,1d5a076f-5b67-4e50-3b2d-7fe9cc707ce2,Of furniture here's what you have to know you don't just put the sanding machine down there. And hold it in position not only do i have to run the sander back. And forth slowly. But i need to basically kind of go in a circle. And doing that ensures that you don't cut a line or or cut a pattern into the you know into the piece of furniture let's go ahead. And do it right now,https://youtu.be/VboSCiGJMvM?t=74,"['What is the purpose of using a sander on furniture?', 'How does one hold a sanding machine in position?', 'Why is it necessary to move the sander in a circular motion?', 'Can cutting lines or patterns be avoided by using this method?', 'What happens if the sander is not moved slowly and in a circle?']"
125.0,224.0,Power Tools,PLemm4hCbY93O5NyN8SiVc6tXovfmL4UHj,Belt Sanding Tips,VboSCiGJMvM,Belt Sanding Tips: Conclusion,7081fd39-37f5-99b0-1c65-ade81fefae94,Well you can see that it does a great job it's made a great cut of that initial finish look at that. So you know of course here's where you know the finish hasn't been touched yet. And we're down to bare wood right here. And that was only after about 10 or 12 seconds. So what we've got to do. Now to finish the job is just basically do the entire top  do everything with a first pass with that 60 grit paper. And then start switching out with different sandpapers 80 grit 120 grit you know finer. And finer. And finer until this tabletop is as smooth as a piece of glass that's how you can take a finish off of a piece of furniture i'm tim carter for askthebuilder.com i hope you discovered something helpful. And useful in that video because i sure enjoyed taping it for you if you want great tips like that each week all you have to do is sign up for my free askthebuilder.com newsletter it's got tool reviews product reviews all kinds of really helpful tips. And best of all it's free just click that link right below in the description of this video. And sign up. Now if you want to discover more home improvement tips go to askthebuilder.com [music] a [music],https://youtu.be/VboSCiGJMvM?t=125,"[""['What is the initial finish of the tabletop?', 'How long does it take to sand down bare wood?', 'What grit paper should be used for the first pass?', 'Why is 120 grit finer than 80 grit?', 'What can be found in Tim Carter's newsletter?']""]"
1.0,50.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,Benefit of a Ceiling Fan Heater,2D1oxRcSOeA,Benefit of a Ceiling Fan Heater: What does running a ceiling fan in reverse do?,3e9c7a13-e08a-b94e-664f-1dad75b54f23,Now did you know that the same fan that you use to cool your home during the summer can also be used to help heat your home during the winter all you have to do is reverse the direction of the fan from the usual downward draft to an upward draft. Now we all know that heat rises. And in a home it tends to collect near the ceiling when you do this what you're doing is pulling cooler air up from the floor displacing that hot air at the ceiling. And pushing it back down to where we are. Now the rer company has going on one better they've actually incorporated a heater in the fan unit there are four ceramic heating units up here as the air is pulled up it passes over the heating elements heat is added. And then that air is pushed back down into the living area. So i guess you could say you don't just have a ceiling fan you got a sealing heater,https://youtu.be/2D1oxRcSOeA?t=1,"['What type of fan can be used to both cool and heat a home?', 'How does reversing the direction of a fan affect its function?', 'Why does hot air tend to collect near the ceiling in a home?', 'What happens when cooler air is pulled up from the floor?', 'What is incorporated into some modern ceiling fans for added heating functionality?']"
